#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-01-16 01:21:28"
#data_read_from_db	"2018-03-01 17:28:53"
#database_id	1472
#datapoints_in_db	128121
#database_reference_id	0
#integrated_value	0.026	6.3
#sample_label	"goldpaper0"
#sample_name	"Golden_glossy_paper"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-wjakob|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=17 poweron=8414 [h] last_change=951 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	26.8421	0
#intheta	26.8421
#inphi	0
#front_integral	0.0263
#incident_and_front_integral	26.8421	0	0.0263
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	127039
#format: theta	phi	[uA]
75.60044	19.73260	9.361e-05
75.56509	19.68019	9.656e-05
75.51402	19.60029	9.115e-05
75.48966	19.56838	9.428e-05
75.45254	19.51240	1.002e-04
75.40926	19.44806	9.397e-05
75.37617	19.39466	9.118e-05
75.33834	19.34243	9.254e-05
75.29430	19.27738	9.066e-05
75.26267	19.22975	9.705e-05
75.22488	19.17377	9.186e-05
75.18234	19.11077	9.523e-05
75.14502	19.05398	1.004e-04
75.11038	19.00286	9.181e-05
75.06616	18.93701	9.591e-05
75.03304	18.88797	9.729e-05
74.98402	18.81063	9.133e-05
74.95236	18.76738	9.506e-05
74.91427	18.70984	9.673e-05
74.87864	18.65653	9.908e-05
74.83837	18.59693	9.942e-05
74.80035	18.54008	9.927e-05
74.75533	18.47344	9.552e-05
74.71718	18.41583	9.651e-05
74.68233	18.36388	1.021e-04
74.64043	18.29765	9.916e-05
74.60467	18.24798	9.890e-05
74.56659	18.19107	9.342e-05
74.52386	18.12786	9.977e-05
74.48721	18.07227	9.906e-05
74.44041	17.99820	9.711e-05
74.40791	17.95415	9.581e-05
74.36825	17.89508	1.041e-04
74.32846	17.83525	1.055e-04
74.28817	17.77620	1.030e-04
74.24743	17.71418	1.010e-04
74.20784	17.65578	1.012e-04
74.16492	17.59170	1.009e-04
74.12758	17.53606	1.002e-04
74.08559	17.47409	9.582e-05
74.04336	17.41064	1.031e-04
73.99957	17.34507	1.180e-04
73.96304	17.29080	1.059e-04
73.92255	17.23087	1.102e-04
73.87965	17.16293	1.131e-04
73.83980	17.10741	9.694e-05
73.80239	17.05165	1.081e-04
73.76105	16.99025	1.033e-04
73.71980	16.92957	1.088e-04
73.67751	16.86597	1.031e-04
73.63697	16.80594	1.010e-04
73.59249	16.74026	1.114e-04
73.55172	16.67871	1.077e-04
73.51272	16.62075	1.109e-04
73.46665	16.55289	1.093e-04
73.42525	16.49136	1.082e-04
73.38705	16.43476	1.123e-04
73.34253	16.36897	1.141e-04
73.30172	16.30732	1.018e-04
73.25978	16.24651	1.172e-04
73.21107	16.17352	1.102e-04
73.17596	16.12107	1.029e-04
73.13377	16.05872	1.144e-04
73.08993	15.99350	1.144e-04
73.04784	15.93186	1.105e-04
73.00232	15.86374	1.111e-04
72.96262	15.80560	1.138e-04
72.91792	15.73887	1.122e-04
72.87331	15.67285	1.119e-04
72.83036	15.60968	1.167e-04
72.79043	15.54999	1.114e-04
72.74497	15.48249	1.156e-04
72.70212	15.42000	1.177e-04
72.65269	15.34677	1.174e-04
72.60806	15.28063	1.152e-04
72.56986	15.22445	1.197e-04
72.52917	15.16395	1.166e-04
72.48379	15.09706	1.184e-04
72.43757	15.02870	1.157e-04
72.39769	14.96957	1.198e-04
72.35313	14.90405	1.185e-04
72.30701	14.83638	1.170e-04
72.25658	14.75622	1.119e-04
72.22004	14.70729	1.274e-04
72.17557	14.64242	1.178e-04
72.12525	14.56745	1.172e-04
72.08535	14.50818	1.237e-04
72.03836	14.43892	1.190e-04
71.99700	14.37822	1.191e-04
71.95230	14.31175	1.216e-04
71.90457	14.24171	1.145e-04
71.85996	14.17593	1.190e-04
71.81296	14.10654	1.254e-04
71.77158	14.04573	1.218e-04
71.72614	13.97843	1.256e-04
71.67829	13.90753	1.164e-04
71.62669	13.83235	1.248e-04
71.58842	13.77573	1.232e-04
71.53974	13.70330	1.162e-04
71.49762	13.64165	1.299e-04
71.45143	13.57349	1.297e-04
71.40440	13.50387	1.264e-04
71.35519	13.43211	1.297e-04
71.30962	13.36383	1.304e-04
71.26677	13.30135	1.240e-04
71.21890	13.23017	1.219e-04
71.17281	13.16260	1.317e-04
71.12348	13.08995	1.233e-04
71.08115	13.02657	1.363e-04
71.03422	12.95747	1.289e-04
70.98646	12.88233	1.243e-04
70.93953	12.81771	1.343e-04
70.89406	12.74992	1.307e-04
70.84640	12.67999	1.311e-04
70.79697	12.60637	1.264e-04
70.75088	12.53855	1.358e-04
70.70071	12.46416	1.317e-04
70.65379	12.39482	1.345e-04
70.61063	12.32971	1.309e-04
70.56068	12.25673	1.337e-04
70.51449	12.18799	1.302e-04
70.46757	12.11852	1.323e-04
70.41669	12.04323	1.321e-04
70.36967	11.97294	1.410e-04
70.32213	11.90341	1.323e-04
70.26793	11.82216	1.355e-04
70.22018	11.75107	1.363e-04
70.17651	11.68649	1.345e-04
70.13190	11.61967	1.331e-04
70.07857	11.53516	1.282e-04
70.03426	11.47512	1.406e-04
69.98257	11.39803	1.395e-04
69.93808	11.33183	1.315e-04
69.88963	11.25979	1.421e-04
69.83226	11.16849	1.404e-04
69.78859	11.10825	1.414e-04
69.74348	11.04196	1.448e-04
69.69183	10.96466	1.424e-04
69.64414	10.89314	1.445e-04
69.57973	10.79141	1.392e-04
69.54335	10.74273	1.448e-04
69.49890	10.67623	1.445e-04
69.44718	10.59796	1.399e-04
69.40018	10.52162	1.460e-04
69.35103	10.45305	1.391e-04
69.29391	10.36736	1.431e-04
69.25335	10.30579	1.393e-04
69.20342	10.23103	1.438e-04
69.15257	10.15399	1.462e-04
69.10422	10.08134	1.427e-04
69.05099	10.00053	1.442e-04
69.00183	9.92633	1.465e-04
68.95580	9.85647	1.443e-04
68.90500	9.77922	1.501e-04
68.85586	9.70489	1.488e-04
68.80663	9.62975	1.491e-04
68.75356	9.54944	1.526e-04
68.70436	9.47422	1.498e-04
68.65526	9.39972	1.415e-04
68.60204	9.31775	1.538e-04
68.55222	9.24243	1.453e-04
68.50555	9.17149	1.501e-04
68.45328	9.09163	1.495e-04
68.40404	9.01539	1.498e-04
68.35427	8.93990	1.552e-04
68.30039	8.85691	1.489e-04
68.25304	8.78503	1.527e-04
68.20146	8.70489	1.574e-04
68.14771	8.62252	1.609e-04
68.10103	8.55047	1.571e-04
68.05042	8.47245	1.535e-04
67.99973	8.39361	1.580e-04
67.94760	8.31326	1.556e-04
67.89383	8.22987	1.538e-04
67.84721	8.15760	1.570e-04
67.79274	8.07337	1.595e-04
67.74376	7.99187	1.564e-04
67.69244	7.91741	1.592e-04
67.64196	7.83899	1.578e-04
67.58756	7.75454	1.594e-04
67.53701	7.67525	1.551e-04
67.48338	7.58601	1.598e-04
67.43678	7.51802	1.626e-04
67.38628	7.43857	1.586e-04
67.33435	7.35760	1.533e-04
67.28307	7.27655	1.557e-04
67.22170	7.17501	1.627e-04
67.17920	7.11356	1.596e-04
67.12015	7.02032	1.689e-04
67.07677	6.95107	1.650e-04
67.02258	6.86600	1.628e-04
66.95408	6.75126	1.625e-04
66.91564	6.69639	1.610e-04
66.86916	6.62167	1.686e-04
66.81424	6.53485	1.701e-04
66.76399	6.44930	1.643e-04
66.71228	6.37311	1.671e-04
66.65191	6.27702	1.717e-04
66.60814	6.20814	1.709e-04
66.55625	6.12400	1.601e-04
66.49834	6.02603	1.708e-04
66.45061	5.95562	1.707e-04
66.39427	5.86526	1.819e-04
66.34338	5.78317	1.710e-04
66.29179	5.70028	1.666e-04
66.22698	5.59054	1.691e-04
66.18794	5.53356	1.739e-04
66.13561	5.44896	1.755e-04
66.08015	5.35895	1.744e-04
66.02796	5.27499	1.695e-04
65.97644	5.19095	1.754e-04
65.92494	5.10684	1.791e-04
65.86816	5.01504	1.773e-04
65.81905	4.93464	1.731e-04
65.76536	4.84102	1.717e-04
65.71247	4.76064	1.752e-04
65.66039	4.67545	1.703e-04
65.60690	4.58869	1.844e-04
65.55094	4.49644	1.782e-04
65.49903	4.41183	1.761e-04
65.44306	4.31865	1.809e-04
65.39355	4.23777	1.849e-04
65.33772	4.14523	1.808e-04
65.28738	4.06188	1.804e-04
65.21938	3.94359	1.805e-04
65.17535	3.87724	1.718e-04
65.12735	3.79677	1.871e-04
65.07098	3.70309	1.846e-04
65.01930	3.61077	1.822e-04
64.96539	3.52791	1.802e-04
64.90372	3.42467	1.802e-04
64.85906	3.35011	1.873e-04
64.80519	3.25993	1.870e-04
64.74985	3.16734	1.864e-04
64.69685	3.07857	1.761e-04
64.64397	2.99052	1.934e-04
64.58636	2.89300	1.812e-04
64.53578	2.80791	1.869e-04
58.46168	-8.82051	2.546e-04
58.40582	-8.94522	2.555e-04
58.34551	-9.07978	2.549e-04
58.28928	-9.20572	2.550e-04
58.23383	-9.33091	2.551e-04
58.17970	-9.46288	2.613e-04
58.11298	-9.60311	2.509e-04
58.05666	-9.73147	2.438e-04
58.00566	-9.84761	2.639e-04
57.95220	-9.96925	2.594e-04
57.89046	-10.12075	2.621e-04
57.83414	-10.24053	2.611e-04
57.78237	-10.35996	2.630e-04
57.72500	-10.49207	2.575e-04
57.66842	-10.62429	2.639e-04
57.61009	-10.76032	2.668e-04
57.55445	-10.89027	2.608e-04
57.49393	-11.03292	2.743e-04
57.44175	-11.15602	2.611e-04
57.38282	-11.29550	2.609e-04
57.30914	-11.48144	2.635e-04
57.27234	-11.55960	2.660e-04
57.21578	-11.69512	2.688e-04
57.15629	-11.83808	2.698e-04
57.10263	-11.97790	2.722e-04
57.04156	-12.11553	2.748e-04
56.98997	-12.24006	2.679e-04
56.92997	-12.38654	2.772e-04
56.87506	-12.52223	2.774e-04
56.81195	-12.68852	2.766e-04
56.76024	-12.80442	2.788e-04
56.71009	-12.93057	2.736e-04
56.64499	-13.09104	2.721e-04
56.59515	-13.21669	2.748e-04
56.53708	-13.36277	2.726e-04
56.48577	-13.49250	2.782e-04
56.43045	-13.63255	2.822e-04
56.37177	-13.78203	2.857e-04
56.31945	-13.92723	2.824e-04
56.25444	-14.08258	2.840e-04
56.19871	-14.22540	2.854e-04
56.14437	-14.36646	2.843e-04
56.09487	-14.49562	2.851e-04
56.03834	-14.65575	2.838e-04
55.93292	-14.92061	2.872e-04
55.87436	-15.07576	2.821e-04
55.82348	-15.21233	2.918e-04
55.73056	-15.47397	2.892e-04
55.65547	-15.66473	2.844e-04
55.60532	-15.80032	2.920e-04
55.55087	-15.94837	2.971e-04
55.49217	-16.10889	2.940e-04
55.44265	-16.24594	2.961e-04
55.38497	-16.40504	2.900e-04
55.33532	-16.54434	2.969e-04
55.27975	-16.69915	2.965e-04
55.22398	-16.85782	2.975e-04
55.16622	-17.02160	3.007e-04
55.11848	-17.15794	3.040e-04
55.06606	-17.30787	3.024e-04
55.01239	-17.47689	3.060e-04
54.96305	-17.60720	3.040e-04
54.91131	-17.75776	3.025e-04
54.85877	-17.91230	3.035e-04
54.80643	-18.06617	3.082e-04
54.74612	-18.25859	3.048e-04
54.69784	-18.38988	3.045e-04
54.65096	-18.53084	3.065e-04
54.59910	-18.68748	3.084e-04
54.54805	-18.84331	3.108e-04
54.48012	-19.06605	3.105e-04
54.44505	-19.15869	3.068e-04
54.39124	-19.32679	3.126e-04
54.34116	-19.48261	3.121e-04
54.29187	-19.63762	3.145e-04
54.23877	-19.80465	3.124e-04
54.19357	-19.95016	3.092e-04
54.14363	-20.11156	3.131e-04
54.09137	-20.27927	3.123e-04
54.04293	-20.43726	3.224e-04
53.99474	-20.59546	3.173e-04
53.94189	-20.76877	3.163e-04
53.89426	-20.92741	3.150e-04
53.84884	-21.08029	3.212e-04
53.78897	-21.29731	3.243e-04
53.74779	-21.42239	3.250e-04
53.70457	-21.57094	3.293e-04
53.65632	-21.73575	3.174e-04
53.60705	-21.90663	3.267e-04
53.55776	-22.08057	3.312e-04
53.51457	-22.23204	3.280e-04
53.46495	-22.40946	3.340e-04
53.42147	-22.56523	3.235e-04
53.37323	-22.73831	3.323e-04
53.32491	-22.91357	3.261e-04
53.27973	-23.08085	3.329e-04
53.23779	-23.23549	3.290e-04
53.19270	-23.40425	3.363e-04
53.14153	-23.61580	3.359e-04
53.10257	-23.74549	3.387e-04
53.05853	-23.91580	3.361e-04
53.00694	-24.11388	3.330e-04
52.96848	-24.26358	3.409e-04
52.92329	-24.44266	3.341e-04
52.88329	-24.60084	3.370e-04
52.84085	-24.77221	3.366e-04
52.79583	-24.95501	3.405e-04
52.75395	-25.12592	3.441e-04
52.71286	-25.29593	3.462e-04
52.66442	-25.49687	3.416e-04
52.62731	-25.65493	3.494e-04
52.50642	-26.17362	3.454e-04
52.46745	-26.34574	3.462e-04
52.30663	-27.07233	3.520e-04
52.27022	-27.23851	3.575e-04
52.22013	-27.47564	3.605e-04
52.19173	-27.60904	3.558e-04
52.15164	-27.80136	3.601e-04
52.11821	-27.96288	3.537e-04
52.07495	-28.17341	3.563e-04
52.04306	-28.33303	3.638e-04
52.00763	-28.53440	3.652e-04
51.97175	-28.69156	3.601e-04
51.93431	-28.88690	3.628e-04
51.90205	-29.05555	3.595e-04
51.86763	-29.23884	3.587e-04
51.83140	-29.43094	3.586e-04
51.79547	-29.62618	3.685e-04
51.76157	-29.81322	3.696e-04
51.72886	-29.99432	3.664e-04
51.69798	-30.17010	3.646e-04
51.65963	-30.41910	3.692e-04
51.63181	-30.55270	3.695e-04
51.60016	-30.73859	3.658e-04
51.57120	-30.94097	3.627e-04
51.53643	-31.12521	3.663e-04
51.50656	-31.31134	3.741e-04
51.47118	-31.53067	3.703e-04
51.44627	-31.69079	3.729e-04
51.40919	-31.93133	3.721e-04
51.38683	-32.07913	3.740e-04
51.35844	-32.26929	3.780e-04
51.32854	-32.47431	3.730e-04
51.30275	-32.65215	3.770e-04
51.27449	-32.85515	3.821e-04
51.24125	-33.09069	3.737e-04
51.21926	-33.25188	3.713e-04
51.19350	-33.44592	3.816e-04
51.16224	-33.68084	3.740e-04
51.14207	-33.84003	3.821e-04
51.11628	-34.04219	3.764e-04
51.09267	-34.23560	3.827e-04
51.06863	-34.43063	3.867e-04
51.05106	-34.66225	3.795e-04
51.02242	-34.82080	3.835e-04
50.99856	-35.02986	3.850e-04
50.97821	-35.21235	3.856e-04
50.95507	-35.42582	3.893e-04
50.93296	-35.63112	3.946e-04
50.91272	-35.82167	3.833e-04
50.89155	-36.03226	3.840e-04
50.87167	-36.23344	3.846e-04
50.85238	-36.43265	3.896e-04
50.83265	-36.64061	3.906e-04
50.81492	-36.83257	3.928e-04
50.79540	-37.04731	3.902e-04
50.77959	-37.23378	3.964e-04
50.76103	-37.45080	3.919e-04
50.74480	-37.65356	3.864e-04
50.72223	-37.93534	3.986e-04
50.71294	-38.05582	3.973e-04
50.69620	-38.27650	3.955e-04
50.67862	-38.52389	3.957e-04
50.66680	-38.69298	3.988e-04
50.65384	-38.88576	4.052e-04
50.63928	-39.10886	3.971e-04
50.62783	-39.29935	3.979e-04
50.61446	-39.51841	4.040e-04
50.59797	-39.80856	4.042e-04
50.59060	-39.93930	3.958e-04
50.57974	-40.14861	4.017e-04
50.57021	-40.34177	4.020e-04
50.55964	-40.56110	4.032e-04
50.55085	-40.76810	3.979e-04
50.54121	-40.99290	4.023e-04
50.53282	-41.20153	4.067e-04
50.52533	-41.39730	4.095e-04
50.51776	-41.60929	4.023e-04
50.51082	-41.82550	4.115e-04
50.50349	-42.06997	4.084e-04
50.49765	-42.27993	4.015e-04
50.49341	-42.46041	4.069e-04
50.48812	-42.68033	4.060e-04
50.48382	-42.90529	4.205e-04
50.48021	-43.10027	4.145e-04
50.47695	-43.32852	4.080e-04
50.47460	-43.52974	4.116e-04
50.47226	-43.74962	4.102e-04
50.47039	-43.97819	4.074e-04
50.46957	-44.19347	4.165e-04
50.46905	-44.40246	4.148e-04
50.46923	-44.60479	4.149e-04
50.47015	-44.83947	4.210e-04
50.47078	-45.03792	4.204e-04
50.47276	-45.26835	4.170e-04
50.47471	-45.48289	4.142e-04
50.48241	-45.70068	4.185e-04
50.48101	-45.90689	4.180e-04
50.48545	-46.15692	4.201e-04
50.48986	-46.35135	4.212e-04
50.49491	-46.55441	4.182e-04
50.50073	-46.77932	4.229e-04
50.50682	-46.99338	4.210e-04
50.51415	-47.22679	4.286e-04
50.52192	-47.44027	4.290e-04
50.52940	-47.65442	4.256e-04
50.54588	-47.93361	4.204e-04
50.54849	-48.10273	4.284e-04
50.55729	-48.30129	4.238e-04
50.56887	-48.53485	4.250e-04
50.57941	-48.73939	4.302e-04
50.59179	-48.96975	4.238e-04
50.60319	-49.17773	4.258e-04
50.61618	-49.39711	4.285e-04
50.63044	-49.62826	4.302e-04
50.64490	-49.84486	4.294e-04
50.65932	-50.05966	4.279e-04
50.67642	-50.29523	4.226e-04
50.69236	-50.51175	4.271e-04
50.70811	-50.71621	4.246e-04
50.73473	-50.98764	4.279e-04
50.74541	-51.17497	4.339e-04
50.76301	-51.37768	4.307e-04
50.78318	-51.60963	4.280e-04
50.80317	-51.82705	4.336e-04
50.82481	-52.05610	4.348e-04
50.84479	-52.25806	4.323e-04
50.86824	-52.49438	4.340e-04
50.88932	-52.69837	4.303e-04
50.91363	-52.92650	4.323e-04
50.93776	-53.14464	4.248e-04
50.96149	-53.35892	4.275e-04
50.98911	-53.59679	4.316e-04
51.01320	-53.79965	4.358e-04
51.04912	-54.05333	4.269e-04
51.06995	-54.25950	4.307e-04
51.09797	-54.47974	4.338e-04
51.12449	-54.68162	4.406e-04
51.15783	-54.92818	4.355e-04
51.18520	-55.12752	4.375e-04
51.21775	-55.36024	4.483e-04
51.24706	-55.56303	4.419e-04
51.28136	-55.79469	4.374e-04
51.31270	-56.00210	4.409e-04
51.34927	-56.24068	4.347e-04
51.38103	-56.44231	4.317e-04
51.41898	-56.67777	4.455e-04
51.45241	-56.88197	4.356e-04
51.49575	-57.11559	4.455e-04
51.52741	-57.32659	4.364e-04
51.57151	-57.57909	4.372e-04
51.60688	-57.77641	4.422e-04
51.64386	-57.98091	4.386e-04
51.68544	-58.20786	4.399e-04
51.72900	-58.43789	4.444e-04
51.76726	-58.63700	4.442e-04
51.81289	-58.87173	4.367e-04
51.85587	-59.08607	4.379e-04
51.91713	-59.36564	4.399e-04
51.94797	-59.53775	4.444e-04
51.98880	-59.73311	4.415e-04
52.03826	-59.96403	4.442e-04
52.08505	-60.17827	4.353e-04
52.13956	-60.42562	4.369e-04
52.18399	-60.62442	4.451e-04
52.23298	-60.83968	4.412e-04
52.28252	-61.05336	4.449e-04
52.34285	-61.29082	4.370e-04
52.38369	-61.48054	4.378e-04
52.43996	-61.71146	4.349e-04
52.48858	-61.90969	4.413e-04
52.54557	-62.13657	4.522e-04
52.61520	-62.39292	4.420e-04
52.65849	-62.57869	4.387e-04
52.76795	-62.99394	4.363e-04
52.83500	-63.24411	4.342e-04
52.95027	-63.66189	4.316e-04
53.00473	-63.85557	4.331e-04
53.07395	-64.08255	4.385e-04
53.12968	-64.29192	4.389e-04
53.20031	-64.53322	4.342e-04
53.25293	-64.71060	4.342e-04
53.32115	-64.93708	4.300e-04
53.38509	-65.14687	4.377e-04
53.44904	-65.35432	4.348e-04
53.51941	-65.57901	4.406e-04
53.58554	-65.78825	4.381e-04
53.64867	-65.98418	4.320e-04
53.73545	-66.25149	4.328e-04
53.78883	-66.41241	4.326e-04
53.85688	-66.61760	4.328e-04
53.93285	-66.84219	4.253e-04
54.00387	-67.04932	4.287e-04
54.07484	-67.25410	4.295e-04
54.15203	-67.47388	4.246e-04
54.22009	-67.66543	4.247e-04
54.29533	-67.87478	4.239e-04
54.37435	-68.09306	4.230e-04
54.45241	-68.30460	4.225e-04
54.53724	-68.53193	4.276e-04
54.61477	-68.73801	4.413e-04
54.68008	-68.91016	4.254e-04
54.76403	-69.12708	4.227e-04
54.85983	-69.37379	4.239e-04
54.92480	-69.53875	4.240e-04
54.99886	-69.72452	4.177e-04
55.08661	-69.94295	4.235e-04
55.16422	-70.13406	4.249e-04
55.27925	-70.40128	4.174e-04
55.34193	-70.56357	4.184e-04
55.41896	-70.74630	4.216e-04
55.50942	-70.95950	4.250e-04
55.59842	-71.16655	4.156e-04
55.67968	-71.35387	4.210e-04
55.76393	-71.54552	4.112e-04
55.85872	-71.75914	4.149e-04
55.94645	-71.95479	4.136e-04
56.04922	-72.17152	4.202e-04
56.12949	-72.35728	4.157e-04
56.21284	-72.53711	4.147e-04
56.31082	-72.74743	4.136e-04
56.40200	-72.94067	4.147e-04
56.49344	-73.13223	4.159e-04
56.59260	-73.33866	4.267e-04
56.68702	-73.53197	4.189e-04
56.77481	-73.71094	4.172e-04
56.87057	-73.90428	4.124e-04
56.96957	-74.10165	4.134e-04
57.07341	-74.30646	4.059e-04
57.16260	-74.48120	4.069e-04
57.26118	-74.67265	4.113e-04
57.36501	-74.87072	4.051e-04
57.47815	-75.08595	4.045e-04
57.57919	-75.27565	4.047e-04
57.67031	-75.44550	4.046e-04
57.77123	-75.63132	4.040e-04
57.88788	-75.83566	4.006e-04
57.98134	-76.01314	4.041e-04
58.07512	-76.18093	4.035e-04
58.18773	-76.38061	3.913e-04
58.28654	-76.55439	3.957e-04
58.42172	-76.78151	3.868e-04
58.50949	-76.94038	3.936e-04
58.60769	-77.10816	3.976e-04
58.71521	-77.28984	3.915e-04
58.82412	-77.47262	3.845e-04
58.94307	-77.66956	3.870e-04
59.05375	-77.85129	3.845e-04
59.15515	-78.01616	3.929e-04
59.27253	-78.20581	3.839e-04
59.38254	-78.38152	3.894e-04
59.50113	-78.56953	3.964e-04
59.60463	-78.73162	3.862e-04
59.72696	-78.92142	3.788e-04
59.83965	-79.09500	3.793e-04
59.96897	-79.29223	3.839e-04
60.07748	-79.45604	3.786e-04
60.18153	-79.61186	3.832e-04
60.30673	-79.79790	3.820e-04
60.42262	-79.96861	3.836e-04
60.57787	-80.18829	3.799e-04
60.66969	-80.32671	3.721e-04
60.77818	-80.48216	3.708e-04
60.91508	-80.67574	3.715e-04
61.03072	-80.83819	3.661e-04
61.14484	-80.99690	3.634e-04
61.28655	-81.19252	3.628e-04
61.38827	-81.33178	3.566e-04
61.51836	-81.50791	3.641e-04
61.64122	-81.67281	3.649e-04
61.77234	-81.84761	3.627e-04
61.88686	-81.99855	3.558e-04
62.01447	-82.16508	3.618e-04
62.17586	-82.37395	3.599e-04
62.27063	-82.49563	3.526e-04
62.39660	-82.65596	3.507e-04
62.52514	-82.81841	3.543e-04
62.65429	-82.97975	3.541e-04
62.79043	-83.14821	3.534e-04
62.92706	-83.31614	3.457e-04
63.04859	-83.46368	3.560e-04
63.19120	-83.63576	3.444e-04
63.31359	-83.78217	3.400e-04
63.45231	-83.94686	3.442e-04
63.58337	-84.10075	3.460e-04
63.73924	-84.28223	3.487e-04
63.86133	-84.42297	3.365e-04
63.99497	-84.57574	3.322e-04
64.14942	-84.74610	3.269e-04
64.26418	-84.88009	3.311e-04
64.39925	-85.03060	3.260e-04
64.54778	-85.19470	3.309e-04
64.68492	-85.34512	3.330e-04
64.85455	-85.52465	3.298e-04
64.96295	-85.64570	3.199e-04
65.10381	-85.79614	3.245e-04
65.28374	-85.98626	3.247e-04
65.39276	-86.10041	3.192e-04
65.53332	-86.24663	3.188e-04
65.67490	-86.39280	3.143e-04
65.82804	-86.54935	3.099e-04
65.97059	-86.69366	3.127e-04
66.11359	-86.83720	3.124e-04
66.26646	-86.98944	3.041e-04
66.42513	-87.14621	3.096e-04
66.55767	-87.27583	3.022e-04
66.70904	-87.42246	3.026e-04
66.84471	-87.55347	3.005e-04
67.00233	-87.70381	3.014e-04
67.13705	-87.83140	2.973e-04
67.28838	-87.97345	2.957e-04
67.44559	-88.11963	2.968e-04
67.64227	-88.29717	2.925e-04
67.75718	-88.40591	2.965e-04
67.89451	-88.53039	2.835e-04
68.05598	-88.67569	2.814e-04
68.20080	-88.80487	2.805e-04
68.35764	-88.94377	2.889e-04
68.53526	-89.09937	2.799e-04
68.67516	-89.22095	2.795e-04
68.82036	-89.34596	2.805e-04
68.98080	-89.48336	2.792e-04
69.14542	-89.62294	2.732e-04
69.29927	-89.75249	2.677e-04
69.45603	-89.88303	2.605e-04
69.60379	-90.00534	2.653e-04
69.76698	-90.13918	2.628e-04
69.93629	-90.27693	2.570e-04
70.08141	-90.39395	2.591e-04
70.24966	-90.52855	2.601e-04
70.42027	-90.66409	2.590e-04
70.56395	-90.77711	2.513e-04
70.73537	-90.91085	2.550e-04
70.88232	-91.02466	2.462e-04
71.05392	-91.15624	2.491e-04
71.22128	-91.28078	2.363e-04
71.39781	-91.41676	2.380e-04
71.56104	-91.53885	2.415e-04
71.70783	-91.64774	2.432e-04
71.86917	-91.76641	2.412e-04
72.05366	-91.90105	2.391e-04
72.19427	-92.00270	2.389e-04
72.35476	-92.11800	2.267e-04
72.53259	-92.24448	2.284e-04
72.69646	-92.36028	2.259e-04
72.85870	-92.47394	2.248e-04
73.03577	-92.59685	2.225e-04
73.20332	-92.71198	2.127e-04
73.36794	-92.82434	1.771e-04
73.52560	-92.93102	1.103e-04
73.71018	-93.05495	5.986e-05
73.87786	-93.16653	3.147e-05
74.03318	-93.26898	3.163e-05
74.21223	-93.38620	3.449e-05
74.37955	-93.49464	3.146e-05
74.56004	-93.61082	3.024e-05
74.71527	-93.70982	3.267e-05
74.88700	-93.81848	2.818e-05
75.05906	-93.92642	2.683e-05
75.24159	-94.03991	3.735e-05
75.40623	-94.14146	3.498e-05
75.59218	-94.25501	4.083e-05
75.75134	-94.35156	3.333e-05
75.93323	-94.46080	3.199e-05
76.15857	-94.59323	2.923e-05
76.29126	-94.67310	2.675e-05
76.45020	-94.76614	3.448e-05
76.62586	-94.86803	3.070e-05
76.80188	-94.96936	3.217e-05
76.98167	-95.07195	3.083e-05
77.18456	-95.18660	3.653e-05
77.33178	-95.26903	3.159e-05
77.50906	-95.36758	3.910e-05
77.71639	-95.48038	4.050e-05
77.88050	-95.57129	3.647e-05
78.04336	-95.65938	3.122e-05
78.23505	-95.76216	3.461e-05
78.41109	-95.85580	3.406e-05
78.62771	-95.96848	3.758e-05
78.76460	-96.04125	3.274e-05
78.94485	-96.13445	3.644e-05
79.13600	-96.23248	3.855e-05
79.31487	-96.32344	3.913e-05
79.50385	-96.41864	3.665e-05
79.67180	-96.50237	3.239e-05
79.86703	-96.59899	4.254e-05
80.04694	-96.68716	4.733e-05
80.22638	-96.77430	4.149e-05
80.40755	-96.86155	4.288e-05
80.58752	-96.94740	4.674e-05
80.77215	-97.03476	4.818e-05
80.96764	-97.12631	4.956e-05
81.17303	-97.22068	4.424e-05
81.33591	-97.29640	5.384e-05
81.53371	-97.38646	4.890e-05
81.71601	-97.46870	4.522e-05
81.90859	-97.55474	4.762e-05
82.07912	-97.63023	4.140e-05
82.27799	-97.71747	4.813e-05
82.46482	-97.79861	4.263e-05
82.65048	-97.87850	5.009e-05
82.83420	-97.95682	5.467e-05
83.09531	-98.06640	5.819e-05
83.20901	-98.11443	5.942e-05
83.39927	-98.19328	5.663e-05
83.59924	-98.27533	6.364e-05
